BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 d.02,NQR 3,P,LN 3,BFS,MEM 04 07,Sie wählen dem Arbeitsprozess entsprechend geeignete Prüfmittel und Prüfverfahren aus.,LFB_MEM_QB1,,,,LZ_125,Sie bezeichnen Mess- und Prüfmittel wie Multimeter.,K1,1. Sem.,1
ET,9999 d.02,NQR 3,P,LN 3,BFS,MEM 04 07,Sie wählen dem Arbeitsprozess entsprechend geeignete Prüfmittel und Prüfverfahren aus.,LFB_MEM_QB1,,,,LZ_9170,Sie nennen die relevanten Prüfmittel und Prüfverfahren.,K1,1. Sem.,1
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 11,Sie schützen sich und ihr Umfeld gegen Cyberbedrohungen.,LFB_MEM_SII,Richtlinien und Handlungsanweisungen zu Cybermobbing Hacking Zwei-Faktor Authentifizierung Malware Phishing Ransomeware etc.,1,2,LZ_9181,Sie wenden die vorgegeben Software gegen Cyberangriffe an.,K2,1. Sem.,0
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 12,Sie schätzen mögliche Auswirkungen von Cyberbedrohungen und Sicherheitslücken ab.,LFB_MEM_SII,Richtlinien und Handlungsanweisungen zu Cybermobbing Hacking Zwei-Faktor Authentifizierung Malware Phishing Ransomeware etc.,2,2,LZ_9178,Sie zählen die aktuellen Cyberbedrohungen und Gefahren auf.,K1,1. Sem.,0
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 12,Sie schätzen mögliche Auswirkungen von Cyberbedrohungen und Sicherheitslücken ab.,LFB_MEM_SII,,,,LZ_9179,Sie können die Bedrohlichkeit von Cyberangriffen und mögliche Sicherheitslücken abschätzen.,K1,1. Sem.,0
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 12,Sie schätzen mögliche Auswirkungen von Cyberbedrohungen und Sicherheitslücken ab.,LFB_MEM_SII,,,,LZ_9180,Sie nennen die Richtlinien und das Verhalten gegen Cyberangriffe.,K1,1. Sem.,0
ET,9999 a.03,NQR 4,P,LN 2,BFS,MEM 07 13,Sie identifizieren aktuelle Cyberbedrohungen und Gefahren.,LFB_MEM_SII,Richtlinien und Handlungsanweisungen zu Cybermobbing Hacking Zwei-Faktor Authentifizierung Malware Phishing Ransomeware etc.,3,1,LZ_9182,Sie erkennen mögliche aktuelle Cyperbedrohungen.,K4,1. Sem.,0
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 09,Sie identifizieren relevante Massnahmen und Verhaltensregeln zur Einhaltung von Arbeitssicherheit.,LFB_MEM_SII,"Arbeitssicherheit, Gefahrensymbole und -sätze, Sicherheitsdatenblätter",4,2,LZ_235,Sie erklären Sicherheitsdatenblätter und Etiketten von chemischen Gefahrenstoffen.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 09,Sie identifizieren relevante Massnahmen und Verhaltensregeln zur Einhaltung von Arbeitssicherheit.,LFB_MEM_SII,,,,LZ_237,Sie interpretieren das Sicherheitsdatenblatt (H- und P-Sätze).,K5,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 09,Sie identifizieren relevante Massnahmen und Verhaltensregeln zur Einhaltung von Arbeitssicherheit.,LFB_MEM_SII,,,,LZ_112,"Sie beschreiben die Elemente und Massnahmen zum Schutz von Personen, Umwelt und Sachwerten.",K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 10,Sie planen an Beispielen aus ihrem Arbeitsumfeld Massnahmen und Verhaltensvorgaben.,LFB_MEM_SII,"Erste-Hilfe Massnahmen bei Unfällen, Personen- und Sachschutz, Gefahrensymbole, Umgang mit Gefahrenstoffen, Entsorgung, Umweltschutz",5,2,LZ_1064,Sie beschreiben und halten die betriebsspezifischen Vorschriften des Personen- und Sachschutzes ein.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 10,Sie planen an Beispielen aus ihrem Arbeitsumfeld Massnahmen und Verhaltensvorgaben.,LFB_MEM_SII,,,,LZ_7520,Sie setzen persönliche Schutzausrüstung ein.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 5,BFS,MEM 11 11,"Sie bestimmen den ökologischen Fussabdruck der eigenen betrieblichen Tätigkeit, reflektieren diesen und schlagen wo möglich Verbesserungen vor.",LFB_MEM_SII,"Entsorgung von Altstoffen und Schadstoffen, Produktezyklus, ökologischer Fussabdruck, Umweltschutz, Ressourcen und Technologien",6,2,LZ_9174,Sie beschreiben im Umgang mit den Ressourcen die Gesamtzusammenhänge des Umweltschutzes.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 5,BFS,MEM 11 11,"Sie bestimmen den ökologischen Fussabdruck der eigenen betrieblichen Tätigkeit, reflektieren diesen und schlagen wo möglich Verbesserungen vor.",LFB_MEM_SII,,,,LZ_9176,Sie beschreiben den schonungsvollen Einsatz von erneuer- und nicht erneuerbaren Ressourcen und Technologien.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 5,BFS,MEM 11 11,"Sie bestimmen den ökologischen Fussabdruck der eigenen betrieblichen Tätigkeit, reflektieren diesen und schlagen wo möglich Verbesserungen vor.",LFB_MEM_SII,,,,LZ_5006,Sie erläutern Verfahren sowie deren Merkmale und Anwendungsformen unter Berücksichtigung ökologischer Aspekte anhand von praktischen Beispielen.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 5,BFS,MEM 11 11,"Sie bestimmen den ökologischen Fussabdruck der eigenen betrieblichen Tätigkeit, reflektieren diesen und schlagen wo möglich Verbesserungen vor.",LFB_MEM_SII,,,,LZ_224,Sie beschreiben die Gesamtzusammenhänge bei der Verwendung des Werkstoffes in Bezug auf den Umweltschutz.,K2,1. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,"Auftragsdokumente, Wissen aus aufbauenden Lernfeldern, Produkteherstellung, Grundlagen in Werkstoff-, Fertigungs- und Maschinentechnik, Projektablauf",1,20,LZ_9183,Sie interpretieren die Auftragsdokumente.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,,,,LZ_9184,Sie skizzieren Lösungsvorschläge und technische Dokumentation.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,,,,LZ_9185,Sie planen das Herstellen von Produkten.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,,,,LZ_9187,Sie wenden das Fachwissen aus den aufbauenden Lernfeldern an.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,,,,LZ_9193,Sie übernehmen die Verantwortung beim Erstellen und Begleiten von Projekten.,K4,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 01,"Sie planen ihre Arbeit unter Einbezug der Werkstoff-, Fertigungs- und Maschinentechnik und führen sie aus.",LFB_MEM_TBL,,,,LZ_9194,"Sie kontrollieren die Projektabläufe, werten die Ergebnisse aus und reagieren bei Abweichungen situationsgerecht.",K4,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,"Auftragsdokumente, Wissen aus aufbauenden Lernfeldern, Arbeitsplanung, Resultate abschätzen, Einheiten, Normen, abstraktes Vorstellungsvermögen, Technologiedaten und -tabellen, Zeichnungstechnik",2,20,LZ_9187,Sie wenden das Fachwissen aus den aufbauenden Lernfeldern an.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_1_,"Sie wenden den Taschenrechner an, der Darstellungen mit und ohne Exponenten ermöglicht, die Reihenfolge der Operationen bestimmt und den Gebrauch von Klammern einschliesst.",K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_3,Sie schätzen Resultate hinsichtlich ihrer Grössenordnung ab.,K4,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_7_1,Sie führen Berechnungen mit Zeiteinheiten durch.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_282,"Sie lesen Normbezeichnungen für Zeichnungen, Gestaltung, Fertigung und Maschinenelemente aus den Normtabellen heraus.",K4,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_848,Sie beschreiben den Informationsgehalt einer technischen Zeichnung.,K2,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_851,Sie erkennen Werkstücke aus technischen Zeichnungen.,K4,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_860,Sie interpretieren Stücklisten.,K5,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_5069,Sie berechnen und bestimmen Technologiedaten.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_5145,"Sie arbeiten mit Formaten, Massstäben, Linien und Schriften.",K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 02,Sie planen ihre Arbeit unter Einbezug naturwissenschaftlicher Aspekte und führen sie aus.,LFB_MEM_TBL,,,,LZ_5164,"Sie interpretieren und wenden Massarten, Masseintragungen und Massanordnungen an.",K5,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 03,Sie wenden bei der Bearbeitung technischer Problemstellungen mathematische Konzepte an.,LFB_MEM_TBL,"Grundlagen der Mathematik (Addition, Subtraktion, Multiplikation, Division), Gleichungen, SI-Einheiten, Anwendung des Taschenrechners, Plausibilität, Fertigungskosten",3,20,LZ_9188,Sie wenden die mathematischen Grundkenntnisse an.,K3,8. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,MEM 08 03,Sie wenden bei der Bearbeitung technischer Problemstellungen mathematische Konzepte an.,LFB_MEM_TBL,,,,LZ_7_1,Sie führen Berechnungen mit Zeiteinheiten durch.,K3,8. Sem.,1
ET,9999 d.02,NQR 3,P,LN 4,BFS,MEM 04 04,Sie teilen Tätigkeiten in ihrem Arbeitsumfeld den verschiedenen Qualitätsstandards zu und begründen diese.,LFB_Me_QAL,"Qualität, Normen, ISO, Protokoll, Verfahren",3,5,LZ_677,"Sie zeigen die Grundzüge der Qualitätssicherung auf, beispielsweise die Fehleranalyse.",K3,5. Sem.,1
ET,9999 d.02,NQR 3,P,LN 4,BFS,MEM 04 04,Sie teilen Tätigkeiten in ihrem Arbeitsumfeld den verschiedenen Qualitätsstandards zu und begründen diese.,LFB_Me_QAL,,,,LZ_5105,Sie erläutern die Begriffe Qualität und Qualitätsmanagementsystem.,K2,5. Sem.,1
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 10,Sie erläutern Vor- und Nachteile von vernetzten Komponenten.,LFB_Ns_NEBA,"Fachbegriffe Netzwerkkomponenten, LAN-Verkabelung/Kabel, Netzwerk, Subnetzwerk, Vor- Nachteile Wifi/LAN, Funktionskontrolle, Verfügbarkeit, Up- Download Geschwindigkeiten",1,1,LZ_1362,Sie erläutern den Aufbau von Informations- und Kommunikationsnetzen.,K2,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 3,BFS,MEM 07 10,Sie erläutern Vor- und Nachteile von vernetzten Komponenten.,LFB_Ns_NEBA,,,,LZ_9201,"Sie bezeichnen die Netzwerkkomponenten und nennen die Funktionen der notwendigen Hardware eines Netzwerkes (Router, Switch, Netzwerkkabel, Geschwindigkeiten) und zählen die Vor- und Nachteile von kabelgebundenen oder kabellosen Netzwerken auf.",K2,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 09,"Sie setzen einzelne Komponenten entsprechend ihrer Funktion ein, und konstruieren digitale Netzwerke.",LFB_Ns_NEBA,"Anwenderfunktionen der Netzwerkkomponenten, Netzwerkkabel, Switches, Repeater, Router, Modem, Drahtlos, Patchkabel, Lichtwellenleiter, WAN / WLAN, deren Anschlussmöglichkeiten",2,2,LZ_9202,"Sie erläutern die Funktionen eines Routers oder Switches und verstehen den Aufbau der IP-Adressen, die Funktionsweise der Ports sowie der Subnetz Adressierung und zählen die Vor- und Nachteile von fixer oder dynamischer IP-Adresse Vergabe auf.",K2,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 09,"Sie setzen einzelne Komponenten entsprechend ihrer Funktion ein, und konstruieren digitale Netzwerke.",LFB_Ns_NEBA,,,,LZ_9203,Sie konfigurieren einen Router mit fixer oder dynamischer IP-Adressvergabe.,K3,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 09,"Sie setzen einzelne Komponenten entsprechend ihrer Funktion ein, und konstruieren digitale Netzwerke.",LFB_Ns_NEBA,,,,LZ_9204,Sie verbinden Netzwerkkomponenten und testen deren Funktion.,K3,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 08,"Sie vernetzen Komponenten zu Systemen, um Arbeitsprozesse zu unterstützen und kontinuierlich zu verbessern.",LFB_Ns_NEBA,"LAN-Verkabelung/Kabel, Wifi-Authentifizierungsmethoden, Passwortregeln, 2-Faktor Authentifizierung, Verschlüsselung, IP-Adressen, Durchsatzraten",3,5,LZ_9205,Sie erstellen oder interpretieren Netzwerkpläne und führen Änderungen korrekt nach.,K3,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 08,"Sie vernetzen Komponenten zu Systemen, um Arbeitsprozesse zu unterstützen und kontinuierlich zu verbessern.",LFB_Ns_NEBA,,,,LZ_9206,"Sie beurteilen grundlegende Sicherheitskriterien zu sicheren Passworten, 2Faktor Authentifizierung, Antivirensoftware und Firewalls (Basisschutz) und zählen typische Cyber Gefahren auf.",K4,2. Sem.,1
ET,9999 a.03,NQR 4,P,LN 4,BFS,MEM 07 08,"Sie vernetzen Komponenten zu Systemen, um Arbeitsprozesse zu unterstützen und kontinuierlich zu verbessern.",LFB_Ns_NEBA,,,,LZ_9207,Sie beurteilen die Netzwerkzuverlässigkeit und erkennen Engpässe hinsichtlich des Datendurchsatzes bzw. können Optimierungen diesbezüglich vornehmen.,K4,2. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,KR a2 12,Sie unterscheiden Methoden zur Lösungssuche und wenden diese an beispielhaften Situationen an.,LFB_Pe_MLE,Methoden zur Lösungssuche Dialogmethode Kärtchentechnik Brainstorming Morphologischer Kasten,1,5,LZ_9321,Sie unterscheiden Prinzipien intuitiver und systematischer Methoden zur Lösungssuche.,K4,2. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,KR a2 12,Sie unterscheiden Methoden zur Lösungssuche und wenden diese an beispielhaften Situationen an.,LFB_Pe_MLE,,,,LZ_9322,Sie wenden Prinzipien intuitiver und systematischer Methoden zur Lösungssuche an.,K3,2. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,KR a3 14,Sie unterscheiden Methoden zur Entscheidungsfindung und wenden diese an beispielhaften Situationen an.,LFB_Pe_MLE,Methoden zur Entscheidungsfindung Vorteil-Nachteilvergleich Auswahlliste S-Diagramm,2,5,LZ_9323,Sie unterscheiden für die Bewertung von Varianten Methoden zur Entscheidungsfindung.,K2,2. Sem.,1
ET,9999 a.02,NQR 5,P,LN 3,BFS,KR a3 14,Sie unterscheiden Methoden zur Entscheidungsfindung und wenden diese an beispielhaften Situationen an.,LFB_Pe_MLE,,,,LZ_9324,Sie wenden bei der Bewertung von Varianten Methoden zur Entscheidungsfindung an.,K3,2. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 35,"Sie beschaffen sich gezielt Informationen aus dem Internet oder anderen Quellen mit Hilfe klarer Suchkriterien, und beurteilen sie kritisch.",LFB_Pp_PE1,"Marktanalyse, Marketingstrategie",1,1,LZ_1109,Sie lesen und erläutern Unterlagen zur Projektorganisation.,K2,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,MEM 01 17,Sie erkennen eigene Stärken und Schwächen und führen sich entsprechend.,LFB_Pp_PE1,Stärken- und Schwächenanalyse,2,1,LZ_9008,Sie analysieren eine vorgegebene Aufgabenstellung und leiten Konsequenzen daraus ab.,K4,3. Sem.,1
ET,9999 b.03,NQR 3,P,LN 4,BFS,MEM 11 12,Sie erkennen die ökologischen Herausforderungen und deren Lösungsmöglichkeiten in ihrem Arbeitsbereich.,LFB_Pp_PE1,"ökologische Standards, Kreislaufwirtschaft",3,1,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,3. Sem.,0
ET,9999 d.01,NQR 4,P,LN 4,BFS,MEM 01 05,Sie entwickeln aufgrund von Kunden- und Marktbedürfnissen neue Ideen.,LFB_Pp_PE1,"Methoden zur Ideenfindung (Brainstorming, Mindmapping)",4,1,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 4,BFS,MEM 01 06,Sie entwickeln Ideen unter Verwendung von Kreativitätstechniken und berücksichtigen Aspekte der Nachhaltigkeit.,LFB_Pp_PE1,"Methoden zur Ideenfindung (Brainstorming, Mindmapping)",5,1,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,3. Sem.,1
ET,9999 d.03,NQR 3,P,LN 2,BFS,xx d3 17,Sie wenden Methoden der Ideenfindung an konkreten Beispielen an.,LFB_Pp_PE1,Methoden zur Ideenfindung: Mindmapping  Dialogmethode Brainstorming Morphologischer Kasten,6,1,LZ_55,"Sie wenden Arbeits- und Lerntechniken wie Lesetechnik, Mindmap und Kreativitätstechniken an.",K3,3. Sem.,1
ET,9999 d.03,NQR 3,P,LN 2,BFS,xx d3 17,Sie wenden Methoden der Ideenfindung an konkreten Beispielen an.,LFB_Pp_PE1,,,,LZ_9321,Sie unterscheiden Prinzipien intuitiver und systematischer Methoden zur Lösungssuche.,K4,3. Sem.,1
ET,9999 d.03,NQR 3,P,LN 2,BFS,xx d3 17,Sie wenden Methoden der Ideenfindung an konkreten Beispielen an.,LFB_Pp_PE1,,,,LZ_9322,Sie wenden Prinzipien intuitiver und systematischer Methoden zur Lösungssuche an.,K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,MEM 01 07,Sie untersuchen und dokumentieren Rahmenbedingungen und Erfolgsfaktoren zur Finanzierung und Rentabilität.,LFB_Pp_PE1,Kosten-Nutzen-Analyse,7,1,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,MEM 01 09,"Sie berücksichtigen die Prinzipien der Kreislaufwirtschaft (inkl. Herstellungs-, Verkaufs- und Wiederverwertung).",LFB_Pp_PE1,"Kreislaufwirtschaft, ökologische Standards, Kosten-Nutzen-Analyse",8,1,LZ_9382,"Sie erstellen einen detaillierten Projektplan, der alle Phasen des Projekts abdeckt.",K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,MEM 01 12,"Sie zeigen die Bestandteile Leitbild, Ziele, Strategie und Organisation eines Unternehmens auf, und erklären deren Wechselwirkung.",LFB_Pp_PE1,"Firmenstrategie, Leitbild",9,2,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,MEM 01 12,"Sie zeigen die Bestandteile Leitbild, Ziele, Strategie und Organisation eines Unternehmens auf, und erklären deren Wechselwirkung.",LFB_Pp_PE1,,,,LZ_1109,Sie lesen und erläutern Unterlagen zur Projektorganisation.,K2,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,MEM 01 08,Sie leiten eine Geschäftsidee und Alleinstellungsmerkmale ab (Vision und Mission).,LFB_Pp_PE1,Erstellung von Projektplänen,10,2,LZ_9382,"Sie erstellen einen detaillierten Projektplan, der alle Phasen des Projekts abdeckt.",K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,MEM 01 11,Sie planen die Projektkommunikation.,LFB_Pp_PE1,"Marktanalyse, Marketingstrategie",11,2,LZ_9382,"Sie erstellen einen detaillierten Projektplan, der alle Phasen des Projekts abdeckt.",K3,3. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,MEM 01 11,Sie planen die Projektkommunikation.,LFB_Pp_PE1,,,,LZ_954,Sie wenden die Grundlagen des Projektmanagements an.,K3,3. Sem.,1
ET,9999 b.03,NQR 3,P,LN 5,BFS,MEM 11 11,"Sie bestimmen den ökologischen Fussabdruck der eigenen betrieblichen Tätigkeit, reflektieren diesen und schlagen wo möglich Verbesserungen vor.",LFB_Pp_PE1,"Projektplan, Zeitmanagement, Ressourcenplanung",12,2,LZ_954,Sie wenden die Grundlagen des Projektmanagements an.,K3,3. Sem.,0
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 50,"Sie erkennen, erläutern und beurteilen Rahmenbedingungen für ihre Arbeit.",LFB_Pp_PE1,Kosten-Nutzen-Analyse,13,2,LZ_9008,Sie analysieren eine vorgegebene Aufgabenstellung und leiten Konsequenzen daraus ab.,K4,3. Sem.,1
ET,9999 d.03,NQR 3,P,LN 2,BFS,xx d3 19,Sie bestimmen Verbesserungen für zukünftige Projekte und Arbeiten.,LFB_Pp_PE1,Projektplan mit Meilensteinen,14,2,LZ_9385,Sie überwachen den Fortschritt und analysieren relevante Projektdaten.,K4,3. Sem.,1
ET,9999 d.03,NQR 3,P,LN 3,BFS,xx d3 15,Sie analysieren und bewerten Projektdaten und -dokumente.,LFB_Pp_PE2,Statusberichte und Checklisten,1,7,LZ_9385,Sie überwachen den Fortschritt und analysieren relevante Projektdaten.,K4,4. Sem.,1
ET,9999 d.03,NQR 3,P,LN 3,BFS,xx d3 15,Sie analysieren und bewerten Projektdaten und -dokumente.,LFB_Pp_PE2,,,,LZ_9008,Sie analysieren eine vorgegebene Aufgabenstellung und leiten Konsequenzen daraus ab.,K4,4. Sem.,1
ET,9999 d.03,NQR 3,P,LN 3,BFS,xx d3 15,Sie analysieren und bewerten Projektdaten und -dokumente.,LFB_Pp_PE2,,,,LZ_954,Sie wenden die Grundlagen des Projektmanagements an.,K3,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 42,Sie koordinieren mit den Projektmitarbeitern die Planung von Kundenaufträgen.,LFB_Pp_PE2,"Projektplan, Zeitplanung, Ressourcenverteilung und Aufgabenverteilung",3,1,LZ_9021,Sie übernehmen spezifische Rollen im Projektteam und koordinieren die Aufgaben.,K3,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,xx d1 45,Sie halten Kundentermine ein.,LFB_Pp_PE2,"Projektplan mit Meilensteinen, Statusberichte und Checklisten",4,1,LZ_9385,Sie überwachen den Fortschritt und analysieren relevante Projektdaten.,K4,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 53,Sie wenden Methoden zur Lösungsfindung in der Planung an.,LFB_Pp_PE2,Kreativitätstechniken und Methoden zur Entscheidungsfindung: Brainwriting und Mind-Mapping Vorteil-Nachteil-Vergleich Auswahlliste s-Diagramm,5,1,LZ_9424,Sie wählen die vielversprechendste Idee basierend auf festgelegten Kriterien.,K6,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 53,Sie wenden Methoden zur Lösungsfindung in der Planung an.,LFB_Pp_PE2,,,,LZ_55,"Sie wenden Arbeits- und Lerntechniken wie Lesetechnik, Mindmap und Kreativitätstechniken an.",K3,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 53,Sie wenden Methoden zur Lösungsfindung in der Planung an.,LFB_Pp_PE2,,,,LZ_9323,Sie unterscheiden für die Bewertung von Varianten Methoden zur Entscheidungsfindung.,K2,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 3,BFS,xx d1 53,Sie wenden Methoden zur Lösungsfindung in der Planung an.,LFB_Pp_PE2,,,,LZ_9324,Sie wenden bei der Bewertung von Varianten Methoden zur Entscheidungsfindung an.,K3,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,xx d1 44,"Sie verwenden verschiedene Werkzeuge für die Planung der Ressourcen (Betriebsmittel, Materialien, Mitarbeitenden etc.).",LFB_Pp_PE2,"Projektplan, Zeitplanung, Ressourcenverteilung und Aufgabenverteilung",7,1,LZ_9382,"Sie erstellen einen detaillierten Projektplan, der alle Phasen des Projekts abdeckt.",K3,4. Sem.,1
ET,9999 d.01,NQR 4,P,LN 2,BFS,xx d1 51,Sie hinterfragen die Projektplanung laufend während eines Projektes und reagieren entsprechend auf Abweichungen.,LFB_Pp_PE2,Projektplan mit Meilensteinen,8,1,LZ_9384,Sie dokumentieren alle Arbeitsschritte und reagieren auf Änderungen.,K3,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BFS,xx d2 08,Sie setzen Methoden zur Projektkontrolle ein.,LFB_Pp_PE2,Projektkontrolle mit Meilensteinen,9,1,LZ_9385,Sie überwachen den Fortschritt und analysieren relevante Projektdaten.,K4,4. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,BFS,xx d2 10,Sie überwachen die relevanten Projektdaten mit den passenden Tools.,LFB_Pp_PE2,Projektkontrolle mit Meilensteinen,10,1,LZ_9385,Sie überwachen den Fortschritt und analysieren relevante Projektdaten.,K4,4. Sem.,1
