BPL,ID HK,NQR,P/W,LN,Lernort,ID LK,Beschreibung LK,ID LFE,Handlungsnotwendiges Wissen,Abfolge,Lektionen,ID LZ,Beschreibung LZ,Taxonomie LZ,Semester,Note zu HKB
ET,9999 a.03,NQR 4,P,LN 2,üK,MEM 07 14,Sie setzen ausgewählte Standardapplikationen und industrieübliche Software effektiv und effizient ein.,LFB_EL_UCPB,,,,LZ_11242,Sie nutzen Bibliotheken.,K3,4. Sem.,1
ET,9999 a.03,NQR 4,P,LN 2,üK,MEM 07 05,Sie setzen Massnahmen zur Verminderung und Verhinderung von Gefahren bei der Benutzung von digitalen Arbeitsmitteln um.,LFB_EL_UCPB,"Bedeutung und Durchführen von Updates und Aktualisierungen, was ist ein gutes Passwort, SPAM, Social-Engineering",0,2,LZ_9900,Sie erkennen und beschreiben verschiedene Arten von Cyber-Gefahren und Angriffsvektoren.,K1,4. Sem.,1
ET,9999 a.03,NQR 4,P,LN 2,üK,MEM 07 05,Sie setzen Massnahmen zur Verminderung und Verhinderung von Gefahren bei der Benutzung von digitalen Arbeitsmitteln um.,LFB_EL_UCPB,,,,LZ_9904,"Sie implementieren Sicherheitsrichtungen und Protokolle wie regelmässige Updates, starke Passwörter und die Nutzung von Antivirus-Software.",K4,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 19,Sie realisieren in den Grundstrukturen eines Mikrocontrollers einfachste Programme.,LFB_EL_UCPB,"Variablentypen, Schleifen, Bedingungen, Funktionen, Kommentare, Funktionen einer Entwicklungsumgebung",0,4,LZ_4276,Sie schreiben einfache Programme (Standardanweisungen).,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 19,Sie realisieren in den Grundstrukturen eines Mikrocontrollers einfachste Programme.,LFB_EL_UCPB,,,,LZ_11203,Sie schreiben verständliche und nachvollziehbare Kommentare im Code.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 19,Sie realisieren in den Grundstrukturen eines Mikrocontrollers einfachste Programme.,LFB_EL_UCPB,,,,LZ_11204,Sie nutzen die unterstützenden Funktionen einer Entwicklungsumgebung.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 20,Sie setzen SW-Entwicklungsmethoden in beispielhaften Situationen ein.,LFB_EL_UCPB,"Ablaufdiagramm, Struktogramm",0,40,LZ_9579,Sie nutzen die Grundstruktur einer imperativen Programmiersprache.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 20,Sie setzen SW-Entwicklungsmethoden in beispielhaften Situationen ein.,LFB_EL_UCPB,,,,LZ_9610_1,Sie zählen die verschiedenen Elemente eines Flussdiagramms auf.,K1,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 20,Sie setzen SW-Entwicklungsmethoden in beispielhaften Situationen ein.,LFB_EL_UCPB,,,,LZ_11211,Sie konzipieren einfache Programme grafisch.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 21,Sie erstellen eine Hardwarestruktur inklusive der nötigen Schnittstellen und stellen diese graphisch dar.,LFB_EL_UCPB,"Übersicht über verfügbare Schnittstellen an einem Mikrocontroller, Darstellungsarten",0,7,LZ_11246,Sie benennen typische Schnittstellen an einem Mikrocontroller.,K1,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 21,Sie erstellen eine Hardwarestruktur inklusive der nötigen Schnittstellen und stellen diese graphisch dar.,LFB_EL_UCPB,,,,LZ_11247,Sie weisen der geforderten Funktion entsprechend die korrekten I/Os zu.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 21,Sie erstellen eine Hardwarestruktur inklusive der nötigen Schnittstellen und stellen diese graphisch dar.,LFB_EL_UCPB,,,,LZ_11248,Sie vergeben den I/Os aussagekräftige Namen zur Verwendung in der Software.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 25,Sie finden und beheben mit Hilfe der Entwicklungsumgebung Fehler in der Software.,LFB_EL_UCPB,"Funktionen eines Compilers, Verständnis der Warn- und Fehlermeldungen",0,8,LZ_9782,Sie setzen den Compiler zur Fehlersuche ein.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 25,Sie finden und beheben mit Hilfe der Entwicklungsumgebung Fehler in der Software.,LFB_EL_UCPB,,,,LZ_11249,Sie erklären die Fehlermeldungen eines Compilers und kennen die Ursachen der Fehlermeldungen.,K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 26,Sie finden und beheben mittels einer Debugschnittstelle Fehler in der Software.,LFB_EL_UCPB,"Funktionen des Debuggers, Breakpoint, Variablen einsehen",0,8,LZ_9783,Sie setzen den Debugger zur Fehlersuche ein.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 26,Sie finden und beheben mittels einer Debugschnittstelle Fehler in der Software.,LFB_EL_UCPB,,,,LZ_11250,Sie benennen verschiedene Arten von Debuggern.,K1,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 26,Sie finden und beheben mittels einer Debugschnittstelle Fehler in der Software.,LFB_EL_UCPB,,,,LZ_11251,Sie erklären die Grundfunktionen eines Debuggers.,K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 27,Sie steuern mit Software-Beispielen im Mikrocontroller integrierte Hardware an.,LFB_EL_UCPB,"Einbinden von Bibliotheken, Parametrieren von I/Os, ADC/DAC, Timer und Schnittstellen",0,8,LZ_9573,"Sie konsultieren die Dokumentation des Mikrocontrollers und der Peripheriegeräte, um technische Daten zu identifizieren.",K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 27,Sie steuern mit Software-Beispielen im Mikrocontroller integrierte Hardware an.,LFB_EL_UCPB,,,,LZ_9572,"Sie programmieren Anwendungen, indem sie Bibliotheken verwenden, ändern oder erstellen.",K5,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 2,üK,ET c2 04,Sie führen die Tests durch.,LFB_EL_UCPB,Durchführen eines manuellen SW-Tests,0,4,LZ_9584,Sie validieren die ordnungsgemässe Funktion der auf die Geräte geladenen Programme.,K3,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 2,üK,ET c2 04,Sie führen die Tests durch.,LFB_EL_UCPB,,,,LZ_11202,Sie führen ein Prüfprotokoll aus und dokumentieren die Resultate korrekt.,K3,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 2,üK,ET c2 05,Sie dokumentieren die Testresultate.,LFB_EL_UCPB,"Verständnis eines Testprotokolls, Informationsfluss ist bekannt ",0,4,LZ_9104,"Sie erstellen Berichte über die Testergebnisse und kommunizieren diese regelmässig an alle relevanten Stakeholder, um sicherzustellen, dass alle Beteiligten über den Fortschritt und die Ergebnisse informiert sind.",K3,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,üK,ET c2 15,Sie analysieren die Testresultate und machen Aussagen zu deren Qualität.,LFB_EL_UCPB,"Ableiten von Massnahmen, Beurteilen der Qualität der Messung",0,2,LZ_9105,Sie schlagen basierend auf den Testergebnissen gezielte Verbesserungen vor.,K5,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 22,Sie setzen ein System für die Versionsverwaltung in der Software-Entwicklung ein.,LFB_EL_UCPV,"Arten und Nutzen von Versionsverwaltung-Tools, Grundfunktionen, Integration in die Entwicklungsumgebung",0,4,LZ_9582,Sie verwenden eine kollaborative Versionverwaltungssoftware wie GitHub.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 22,Sie setzen ein System für die Versionsverwaltung in der Software-Entwicklung ein.,LFB_EL_UCPV,,,,LZ_9583,"Sie führen Versionshistorien, insbesondere bei kollaborativer Entwicklungsarbeit.",K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 23,Sie realisieren Projekte mit verschiedenen Energiesparoptionen für den Mikrocontroller und die umliegende Hardware.,LFB_EL_UCPV,"Einflussfaktoren zur Verbesserung der Energieeffizienz, Konfiguration von Hardware",0,4,LZ_9573,"Sie konsultieren die Dokumentation des Mikrocontrollers und der Peripheriegeräte, um technische Daten zu identifizieren.",K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 23,Sie realisieren Projekte mit verschiedenen Energiesparoptionen für den Mikrocontroller und die umliegende Hardware.,LFB_EL_UCPV,,,,LZ_9132,Sie beschreiben und planen die Anwendungsgebiete und den Nutzen von Technologien zur Energieeffizienz in industriellen Anwendungen.,K4,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 23,Sie realisieren Projekte mit verschiedenen Energiesparoptionen für den Mikrocontroller und die umliegende Hardware.,LFB_EL_UCPV,,,,LZ_9246,Sie zählen mögliche Strategien der Energieversorgungssicherheit auf.,K1,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 24,Sie erstellen basierend auf vorhandenen Frameworks eigene Programme.,LFB_EL_UCPV,"Nutzen und Umgang mit Frameworks, Arten von Frameworks",0,10,LZ_9581,Sie programmieren komplexe Prozesse mithilfe eines Zustandsautomaten.,K4,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 24,Sie erstellen basierend auf vorhandenen Frameworks eigene Programme.,LFB_EL_UCPV,,,,LZ_11241,Sie entwickeln in einer Entwicklungsumgebung Software für einen Mikrocontroller.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 3,üK,ET c1 24,Sie erstellen basierend auf vorhandenen Frameworks eigene Programme.,LFB_EL_UCPV,,,,LZ_11204,Sie nutzen die unterstützenden Funktionen einer Entwicklungsumgebung.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 28,Sie kommunizieren über im Mikrocontroller integrierten Schnittstellen mit externer Hardware.,LFB_EL_UCPV,"Arten und Nutzen von Schnittstellen, Libraries",0,8,LZ_9573,"Sie konsultieren die Dokumentation des Mikrocontrollers und der Peripheriegeräte, um technische Daten zu identifizieren.",K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 28,Sie kommunizieren über im Mikrocontroller integrierten Schnittstellen mit externer Hardware.,LFB_EL_UCPV,,,,LZ_11255,Sie nutzen Bibliotheken zur Ansteuerung einer externen Hardware.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 1,üK,ET c1 29,Sie nutzen mit Software Beispielen Interrupts.,LFB_EL_UCPV,"Funktion und Nutzen von Interrupts, Einbinden von Interrupts in Code",0,8,LZ_9573,"Sie konsultieren die Dokumentation des Mikrocontrollers und der Peripheriegeräte, um technische Daten zu identifizieren.",K2,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 1,üK,ET c1 29,Sie nutzen mit Software Beispielen Interrupts.,LFB_EL_UCPV,,,,LZ_9571,Sie verwenden Interrupts.,K4,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 1,üK,ET c1 29,Sie nutzen mit Software Beispielen Interrupts.,LFB_EL_UCPV,,,,LZ_11256,Sie lösen eine Problemstellung mit und ohne Interrupts.,K3,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 30,Sie variieren Compiler-Optionen in Bezug auf Energieoptimierung und Performance.,LFB_EL_UCPV,"Energiesparpotential durch Nutzung von Compiler Optionen, Compiler-Optionen",0,6,LZ_11199,Sie benennen Einflussgrössen des Compilers auf den Energieverbrauch.,K1,4. Sem.,1
ET,9999 c.01,NQR 4,P,LN 2,üK,ET c1 30,Sie variieren Compiler-Optionen in Bezug auf Energieoptimierung und Performance.,LFB_EL_UCPV,,,,LZ_11200,Sie messen die Reduktion des Energiebedarfs einer gegebenen Anwendung durch die Nutzung von Compileroptionen.,K3,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,üK,ET c2 12,Sie definieren Prüfkriterien für beispielhafte Aufgabenstellungen.,LFB_EL_UCPV,"Prüffälle definieren, manuelles Testen",0,8,LZ_9101,"Sie analysieren das Lastenheft, um spezifische Prüfkriterien und Testanforderungen zu identifizieren und dokumentieren diese Kriterien.",K4,4. Sem.,1
ET,9999 c.02,NQR 4,P,LN 3,üK,ET c2 12,Sie definieren Prüfkriterien für beispielhafte Aufgabenstellungen.,LFB_EL_UCPV,,,,LZ_11201,Sie erstellen Prüffälle für einen Code anhand des Pflichtenheftes.,K3,4. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 03,Sie setzen die Vorgaben zur Arbeitssicherheit in ihrer Arbeit um und stellen die Einhaltung in ihrem Umfeld sicher.,LFB_El_LBA,Anforderung im Arbeitsumfeld,1,4,LZ_7520,Sie setzen persönliche Schutzausrüstung ein.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 03,Sie setzen die Vorgaben zur Arbeitssicherheit in ihrer Arbeit um und stellen die Einhaltung in ihrem Umfeld sicher.,LFB_El_LBA,,,,LZ_1064,Sie beschreiben und halten die betriebsspezifischen Vorschriften des Personen- und Sachschutzes ein.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 03,Sie setzen die Vorgaben zur Arbeitssicherheit in ihrer Arbeit um und stellen die Einhaltung in ihrem Umfeld sicher.,LFB_El_LBA,,,,LZ_7944,Sie treffen Schutzmassnahmen zur Arbeitssicherheit und zum Gesundheitsschutz.,K3,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 1,üK,MEM 06 02,Sie setzen technische Normen und Richtlinien im Handeln anwendungsspezifisch um.,LFB_El_LBA,"Vorschriften, Richtlinien",2,2,LZ_9165,Sie zählen in ihrem Arbeitsumfeld die verschiedenen Qualitätsstandards auf.,K1,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,üK,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_El_LBA,IPERKA,3,2,LZ_9166,Sie ordnen Tätigkeiten in ihrem Arbeitsumfeld den verschiedenen Qualitätsstandards zu und begründen dies.,K3,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 2,üK,MEM 06 01,Sie setzen technische Normen und Richtlinien in der Planung anwendungsspezifisch ein.,LFB_El_LBA,,,,LZ_9302,Sie setzen geeignete Planungsinstrumente ein.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 17,"Sie interpretieren Fertigungsunterlagen wie Zeichnungen, Stücklisten und Zusammenstellungszeichnungen.",LFB_El_LBA,Unterscheiden und Verwendungszweck von Fertigungsunterlagen,4,8,LZ_9711,Sie interpretieren Fertigungsunterlagen wie Bestückungspläne und Stücklisten.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 17,"Sie interpretieren Fertigungsunterlagen wie Zeichnungen, Stücklisten und Zusammenstellungszeichnungen.",LFB_El_LBA,,,,LZ_1070,Sie lesen und interpretieren Projektdokumentationen.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 01,Sie stellen gemäss Fertigungsunterlagen das Material bereit.,LFB_El_LBA,Fertigungsdokumente,5,2,LZ_7891,"Sie bereiten und rüsten Bauteile und Elemente, Werkzeuge und Hilfsmittel, basierend auf Fertigungsunterlagen wie Aufträgen, Zusammenstellungszeichnungen und Stücklisten.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 05 13,"Sie bewirtschaften auftragsbezogene Materialien, Ersatzteile, Waren oder Dienstleistungen und stellen diese bereit.",LFB_El_LBA,ESD-Verpackungsmaterial bzw. Lager- und Transportbehältnisse,6,2,LZ_9908,"Sie bewirtschaften Materialien wie Bausätze, Baugruppen, Ersatzteile und stellen diese bereit.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,ET b3 02,Sie kontrollieren das bereitgestellte Material.,LFB_El_LBA,Bauteilkennzeichnungen,7,2,LZ_9003,Sie interpretieren vorgegebene Arbeitsaufträge und Vorgaben.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,ET b3 02,Sie kontrollieren das bereitgestellte Material.,LFB_El_LBA,,,,LZ_9167,Sie definieren die notwendigen Qualitätsnormen aus einer vorgegebenen Aufgabenstellung.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,"Löten von Bauteilen in THT und SMD; Wahl von Lötzinn, Lötspitze oder Temperatur; Qualitätsmerkmale einer Lötstelle",8,15,LZ_9703,Sie wenden ESD-Schutzmassahmen im Umgang mit elektronischen Bauelementen und Baugruppen an.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9950,Sie identifizieren gängige THT- und SMD-Bauelemente und kennen deren Einbaurichtlinien (z.Bsp.: Polung).,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9954,Sie reinigen die Leiterplatte nach erfolgreichem Lötprozess.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9934,Sie bestücken Bauelemente unter Berücksichtigung der Montageanleitung (Befestigung / Distanzierung).,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_8042,Sie bereiten Bauelemente vor und konfektionieren diese.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9085,"Sie achten darauf, dass bei allen Bauteilen der Wert, die Toleranz und gegebenenfalls die genaue Typenbezeichnung ersichtlich ist.",K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9055,Sie benennen die gängigsten THT- und SMD-Footprints.,K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_7916,Sie führen fachgerechte Reparaturarbeiten unter Anleitung aus.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_7995,Sie handhaben vorgegebene Prüfdokumente und dokumentieren die Prüfergebnisse im Prüfprotokoll.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 21,Sie bestücken und löten beispielhafte Leiterplatten mit verschiedensten Bauarten von Bauteilen.,LFB_El_LBA,,,,LZ_9955,Sie beurteilen ihre Lötstellen nach den gültigen Normen (IPC-Norm) und definieren gegebenenfalls den Optimierungsprozess bzw. arbeiten diese nach.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,Verbindungselemente,9,8,LZ_7883,"Sie unterscheiden elektrische Leiter wie Drähte, Litzen und Kabel.",K4,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,,,,LZ_7962,Sie benennen Schneid- und Abisolierwerkzeuge und zählen deren Verwendung auf.,K1,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,,,,LZ_7963,Sie beschreiben und unterscheiden Crimp- und Presswerkzeuge entsprechend den Kabelschuhen und Hülsen.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,,,,LZ_7978,"Sie unterscheiden zwischen verschiedenen Arten von Leitern wie nacktem Draht, lackisoliertem Draht, kunststoffisoliertem Draht und Litzen.",K4,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,,,,LZ_7979,Sie lesen und interpretieren einfache Fertigungsunterlagen für die Kabelkonfektion.,K5,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 20,Sie stellen Kabel mit unterschiedlichen Steckertypen her.,LFB_El_LBA,,,,LZ_7980,"Sie unterscheiden, setzen ein und prüfen die gebräuchlichsten Verbindungen wie Löt-, Schraub-, Crimp-, Press-, Schneid- und Klemmverbindungen.",K4,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 24,Sie setzen verschiedene mechanische Verbindungstechnologien ein.,LFB_El_LBA,Normen (zum Beispiel Schutzleiteranschluss),10,4,LZ_9888,"Sie stellen elektrische Verbindung wie Schraub-, Crimp-, Löt-, Federzug-, Schneid-Klemm-Verbindungen her und stellen die einwandfreie Funktion sicher.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 25,"Sie bewerten optisch nach vorgegebenen Kriterien Lötstellen, Bestückungen und Verbindungen.",LFB_El_LBA,Norm (IPC),11,4,LZ_464,Sie führen die Sichtprüfung durch.,K3,1. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,üK,MEM 04 08,"Sie setzen bei der Arbeitsausführung die Vorgaben der Arbeitsprozesse, der Branchennormen und geforderten Qualitätsvorgaben um.",LFB_El_LBA,Absolute Nachvollziehbarkeit,12,1,LZ_8263,Mit standardisierten Messmitteln führen Sie Messungen und Prüfungen durch.,K3,1. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,üK,MEM 04 08,"Sie setzen bei der Arbeitsausführung die Vorgaben der Arbeitsprozesse, der Branchennormen und geforderten Qualitätsvorgaben um.",LFB_El_LBA,,,,LZ_9167,Sie definieren die notwendigen Qualitätsnormen aus einer vorgegebenen Aufgabenstellung.,K2,1. Sem.,1
ET,9999 d.02,NQR 3,P,LN 2,üK,MEM 04 08,"Sie setzen bei der Arbeitsausführung die Vorgaben der Arbeitsprozesse, der Branchennormen und geforderten Qualitätsvorgaben um.",LFB_El_LBA,,,,LZ_9561,Sie wählen geeignete Prüfmittel und -methoden entsprechend dem Arbeitsprozess.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 08,Sie korrigieren fehlende oder falsche Angaben in den Unterlagen.,LFB_El_LBA,"Bauteilsymbole, Norm",13,4,LZ_9711,Sie interpretieren Fertigungsunterlagen wie Bestückungspläne und Stücklisten.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 08,Sie korrigieren fehlende oder falsche Angaben in den Unterlagen.,LFB_El_LBA,,,,LZ_9808,"Sie ergänzen oder korrigieren Angaben in technischen Unterlagen wie Schema, Bestückungsplan, Stücklisten, Dimensionierungen, Schaltungsanalyen, Prüfanweisungen und Prüfprotokollen.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 08,Sie korrigieren fehlende oder falsche Angaben in den Unterlagen.,LFB_El_LBA,,,,LZ_882,Sie interpretieren Bauteilzeichnungen in Datenblättern.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 22,Sie modifizieren Leiterplatten.,LFB_El_LBA,"Norm (IPC), Dokumentation",14,8,LZ_9861,"Sie modifizieren Leiterplatten nach Vorgaben, führen diese fachgerecht durch, prüfen deren Korrektheit und führen alle technische Dokumente nach.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 2,üK,ET b3 22,Sie modifizieren Leiterplatten.,LFB_El_LBA,,,,LZ_9070,"Sie können erklären, wie mechanische Belastungen Leiterplatten und Baugruppen beschädigen können.",K2,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 1,üK,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_El_LBA,"Bauteilsymbole, Dokumentationsrichtlinien",15,2,LZ_9807,"Sie entwerfen oder ändern technische Dokumente, wie Schema, Bestückungslisten, Zeichnungen, Prüfanweisungen usw. normgerecht und ihrem betrieblichen Corporate Design.",K3,1. Sem.,1
ET,9999 a.01,NQR 4,P,LN 1,üK,MEM 06 03,Sie setzen Informationen aus Normen und Richtlinien in technischen Dokumentationen um.,LFB_El_LBA,,,,LZ_901,Sie interpretieren die im Beruf gebräuchlichen Symbole und wenden diese korrekt an.,K5,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,"Entsorgungssystem, Klassifizierung Reststoffe",16,1,LZ_9767,Sie setzen die gesetzlichen und betrieblichen Vorgaben im Rahmen des Umweltschutzes um.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,,,,LZ_222,"Sie wenden Werkstoffe fach- und umweltgerecht an, sowie kümmern sich um deren fachgemässe Entsorgung.",K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,,,,LZ_9175,Sie vermeiden durch fachgerechtes Entsorgen eine Belastung der Umwelt durch Emissionen und Abfälle.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,,,,LZ_9528,Sie sortieren anfallende Hilfsstoffe umweltgerecht und entsorgen diese.,K3,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,,,,LZ_9536,Sie beurteilen unterschiedliche Reststoffe gemäss ihrer Umweltverträglichkeit.,K2,1. Sem.,1
ET,9999 b.03,NQR 3,P,LN 1,üK,MEM 11 05 1-2,Sie halten im eigenen Arbeitsumfeld die gesetzlichen Vorschriften und betrieblichen Vorgaben zum Schutz der Umwelt ein.,LFB_El_LBA,,,,LZ_9537,Sie sortieren und entsorgen anfallende Reststoffe umweltgerecht.,K3,1. Sem.,1
